pathway	description	X16S_1_10_S10_L001	X16S_1_11_S11_L001	X16S_1_12_S12_L001	X16S_1_13_S13_L001	X16S_1_14_S14_L001	X16S_1_15_S15_L001	X16S_1_16_S16_L001	X16S_1_17_S17_L001	X16S_1_18_S18_L001	X16S_1_19_S19_L001	X16S_1_1_S1_L001	X16S_1_20_S20_L001	X16S_1_21_S21_L001	X16S_1_22_S22_L001	X16S_1_23_S23_L001	X16S_1_24_S24_L001	X16S_1_25_S25_L001	X16S_1_26_S26_L001	X16S_1_27_S27_L001	X16S_1_28_S28_L001	X16S_1_29_S29_L001	X16S_1_2_S2_L001	X16S_1_30_S30_L001	X16S_1_31_S31_L001	X16S_1_32_S32_L001	X16S_1_33_S33_L001	X16S_1_34_S34_L001	X16S_1_35_S35_L001	X16S_1_36_S36_L001	X16S_1_37_S37_L001	X16S_1_38_S38_L001	X16S_1_39_S39_L001	X16S_1_3_S3_L001	X16S_1_40_S40_L001	X16S_1_41_S41_L001	X16S_1_42_S42_L001	X16S_1_43_S43_L001	X16S_1_44_S44_L001	X16S_1_45_S45_L001	X16S_1_46_S46_L001	X16S_1_47_S47_L001	X16S_1_48_S48_L001	X16S_1_49_S49_L001	X16S_1_4_S4_L001	X16S_1_50_S50_L001	X16S_1_51_S51_L001	X16S_1_52_S52_L001	X16S_1_53_S53_L001	X16S_1_54_S54_L001	X16S_1_55_S55_L001	X16S_1_56_S56_L001	X16S_1_57_S57_L001	X16S_1_58_S58_L001	X16S_1_59_S59_L001	X16S_1_5_S5_L001	X16S_1_6_S6_L001	X16S_1_7_S7_L001	X16S_1_8_S8_L001	X16S_1_9_S9_L001
PWY-6165	chorismate biosynthesis II archaea	451.4705	0	0	268.8143	299.8167	735.9938	0	0.8	289.2009	15.9937	0	0	311.0097	37.3258	4.2395	71.9406	459.8789	558.338	399.8164	2861.1366	606.588	162.1459	1301.7218	250.0085	142.8034	816.7486	190.8823	473.3217	137.5168	2737.3437	1464.7592	586.1925	185.7796	280.1778	1314.0504	0.7997	759.1731	691.1699	3141.1068	192.2832	320.9926	8355.1502	50.6441	2.6399	2640.9863	401.3315	341.981	13.3527	717.1802	3876.9658	818.8387	0	47.3478	19.9335	84.3078	95.5465	53.2906	159.5617	175.1429
PWY-6167	flavin biosynthesis II archaea	0	62602.1472	11485.9287	81011.5705	34370.4033	0	19325.9121	37111.0342	13860.6836	17671.5858	14.1836	14.705	56862.1441	23401.1538	23664.2581	49825.4918	14.8607	27767.4099	12626.8098	51779.3157	9395.7287	22.2379	14.9289	52678.2864	0	33014.6975	3500.8273	0	6862.7073	59674.2499	17894.0829	37169.7024	27220.3033	0	7240.3595	0	14.8086	87876.6785	2866.7555	59845.1112	14.9501	54723.9396	9.0468	29307.4519	14298.098	712.0726	4259.8965	16156.2618	1043.2551	0	0	0	14.8204	0	170.3034	14092.8284	23852.497	39862.8435	24923.8421
PWY-6174	mevalonate pathway II archaea	1885.9367	12999.3285	1094.2897	31002.6237	4446.6492	2051.4706	2653.3045	11959.683	4712.8979	12699.4934	606.7401	2489.4615	13937.5213	5946.4723	1391.3126	15749.1939	136.9296	8029.6743	4144.7213	12876.3544	5370.6323	6.8017	1453.9529	31021.6707	325.8892	9057.415	887.0349	2515.0539	7106.3713	11821.6245	2235.5191	4074.817	10265.2558	1667.1529	3063.0698	615.2667	274.0204	33585.5602	1807.3479	26406.1304	3242.5402	15079.7504	0	21526.8428	5996.0158	952.9226	2497.1373	3353.4629	1237.2117	22326.8719	3097.2792	1229.4434	1127.4724	565.4294	659.9677	2284.1424	2425.727	12241.5153	4470.0092
PWY-6182	superpathway of salicylate degradation	11928.1353	4423.3874	539.362	3296.9869	1992.8923	9468.1937	645.6858	1734.9172	527.2662	714.2557	4515.4324	10903.1176	2820.099	1488.7202	1610.0623	3636.6399	5141.28	1191.0038	1532.5365	22334.6705	3781.7928	3702.3969	6204.1911	4228.6303	2871.5936	22490.5643	954.3405	13527.234	6714.3321	10447.1901	9729.4533	9609.9478	880.0825	7886.0369	10094.443	6151.2382	8728.0985	7897.8408	9925.3218	10110.7331	11691.5613	43858.5663	12033.2713	2979.5725	14777.4154	8059.3936	1436.4449	3047.6986	10632.2978	48437.0374	17407.3574	5695.0519	4551.9865	5409.1889	4295.5042	615.8853	1363.8262	1262.5111	1662.773
PWY-6185	4-methylcatechol degradation ortho cleavage	10682.9538	3878.2986	495.9489	1013.1104	477.4034	7192.9164	176.9869	910.1278	300.0585	466.1101	4036.2783	10101.8426	1038.962	997.4004	1335.0274	1544.4165	4734.1438	630.2593	743.4059	6566.777	1338.2674	750.8983	5798.9935	2218.7131	1575.3821	19229.7712	608.8573	11466.9415	2877.5731	5977.6463	4581.707	7241.1675	198.8732	6904.2773	3973.8981	3960.8113	1877.001	3046.0924	3463.2769	5964.1816	10237.2708	17237.9627	17.4856	989.1715	6443.3264	7437.8148	1074.4446	2163.4244	0	22979.7674	14136.4549	4153.1334	3388.1571	1096.1644	4228.2655	212.3162	605.1933	308.547	699.6846
PWY-621	sucrose degradation III sucrose invertase	13867.2554	7570.2011	463.4088	9260.9271	1875.6365	27832.645	883.2925	3913.158	715.0318	1129.8056	6037.9973	20399.9709	6572.2353	3495.9072	17264.7732	10037.1245	5748.1461	2539.9064	5201.7336	86884.5799	20719.7155	26456.9934	8153.4162	16227.7058	26317.7248	44976.1852	5185.8433	22432.3563	81896.7224	26141.3421	62319.6689	41601.8936	1619.7747	8935.9181	52051.4881	8684.4365	39306.83	30507.4237	57074.3311	17874.7038	25113.5109	169709.6131	60360.1111	10907.2688	54572.917	9477.678	6529.5181	29920.7199	37334.3511	159305.5657	36778.9561	8903.9143	12513.011	12838.579	4726.1849	2586.4096	10356.77	2900.7015	2177.2273
PWY-6210	2-aminophenol degradation	5094.4282	2156.1315	406.4094	2614.3226	336.9042	3435.9431	182.6065	452.6821	175.7502	276.0686	993.205	14377.1774	1031.5613	376.6574	1164.8811	563.2907	915.401	281.987	155.7903	1948.9334	237.8775	1.9993	3329.4911	2431.0686	1.9989	10778.8978	0.6596	5002.6616	2709.5666	6729.3473	0.66	1088.9071	225.311	2586.4425	422.3813	2550.0225	1.9996	1137.1237	1.9998	2128.4411	6554.4315	1701.5302	0	1381.4971	5935.0013	2235.0583	522.5296	3.3387	412.4703	16291.9677	4530.1819	5978.5564	2987.1768	2148.017	1685.0167	1260.2076	4579.7428	1166.0652	979.5579
PWY-622	starch biosynthesis	190.5802	2336.7138	324.5229	1672.6774	734.1299	11.9976	740.4849	1675.64	100.5734	560.9778	353.7743	458.786	1974.3221	1640.4789	1956.6657	2590.6974	0	1256.3806	1691.0563	7540.2455	0	0	0	1551.722	0	1465.8217	1015.0471	678.5663	0	4326.221	0	964.6519	118.8831	751.6657	12006.8158	0	0	6415.425	0	2848.565	508.0254	0	0	59.0237	0	59.8397	422.3632	3244.4461	0	0	370.4668	0	202.3271	0	189.0871	71.4232	595.3519	312.2297	515.0167
PWY-6263	superpathway of menaquinol-8 biosynthesis II	44075.6263	47157.2135	8642.5099	47466.1388	34057.3706	47759.7122	20138.3257	40139.0625	17144.4659	15765.6573	31546.9041	72475.8154	57583.4168	22441.1861	22789.2604	41846.9008	22519.2077	24893.5665	10640.2	69340.3688	20120.7321	1850.3678	36529.6787	53394.9789	981.6905	86508.9315	5527.7582	73357.8185	46313.3094	125566.3872	37754.7104	91955.2074	18292.3755	30556.2086	29005.8076	50036.054	9957.6413	95232.8708	7360.4995	119964.0792	50971.799	55730.8504	1951.8341	31035.7777	67405.2317	39885.6805	10338.39	22437.4842	6320.3681	72626.4875	133764.119	33429.875	19720.0238	7384.9778	31172.6861	17829.4724	35199.0748	23908.37	23211.8586
PWY-6269	adenosylcobalamin salvage from cobinamide II	46980.6661	38156.4351	5646.1637	34631.0207	32170.341	44555.8434	14714.2037	23278.2639	14917.4922	10778.3927	22681.5943	66187.5095	42887.6163	20230.0812	26843.082	36095.6926	26909.4524	18619.0681	10290.1831	75828.8184	18075.6752	7843.9029	29937.2889	40978.7426	5667.6475	89795.7601	4891.2682	53905.169	68177.9408	110333.5814	34960.1181	71017.5605	18506.9401	25384.1179	27791.4074	41581.9179	13872.2888	85774.337	20833.5254	93307.9408	44160.6324	102040.827	19451.8995	29904.7474	55824.2003	32179.4244	9800.9523	18260.2094	17916.6914	128234.5554	87964.3295	20436.9284	18539.3304	16183.3054	23766.8698	14479.9194	26533.0341	17660.3017	21177.4624
PWY-6277	superpathway of 5-aminoimidazole ribonucleotide biosynthesis	168814.2293	229804.9231	48393.8223	215802.9904	131405.2584	197929	74359.8477	138863.3687	62706.4369	73875.4642	85225.6565	237230.6086	256576.2579	111719.6955	114944.1791	181787.7865	89752.1106	101827.8629	51955.6314	322539.1176	88226.9518	36152.3655	106481.6959	242250.233	33455.7072	352655.735	42874.2723	210682.0005	229275.4018	522634.9558	157577.1089	326426.8543	88081.7669	111332.1265	121364.134	127374.6973	60523.5764	394570.2898	92699.3852	435143.2813	163197.3763	361091.0716	81343.0109	139897.2593	241453.5375	128575.7717	47531.5267	95675.229	62971.1576	436182.0081	377598.4636	97287.547	69862.4593	65077.3482	94089.5173	61017.3073	123968.5479	102087.023	97303.7828
PWY-6282	palmitoleate biosynthesis I from 5Z-dodec-5-enoate	83581.1949	33082.2168	5970.9289	28553.9223	34204.6691	68262.9957	7685.6085	15546.2323	15928.4224	5809.88	32428.6791	96469.5997	86152.2974	22321.1052	37877.1564	32507.9517	25932.9178	17894.2224	9074.2185	110008.6343	19429.2372	11894.1854	40898.3249	30962.7294	11675.4715	131190.5819	9030.6538	87680.212	75084.2933	149097.9638	42407.3339	103812.891	16369.3087	61292.2477	34309.9531	39361.3722	22811.6844	55539.6409	27980.0912	118244.7077	74742.7224	126800.5463	27843.0959	21368.4056	100188.0094	63974.905	12693.5905	14186.8451	31649.5644	195759.6981	173214.8606	68438.5617	40552.1582	33947.094	46597.475	12832.1096	55339.0525	14782.1036	30076.1499
PWY-6317	galactose degradation I Leloir pathway	89471.7047	68422.6492	11208.4484	53629.6719	42970.0939	124690.3844	16354.2361	45191.2532	18464.8983	11652.1033	43740.866	146973.175	86462.2669	28105.0366	40657.7646	53911.5741	52367.8176	26316.8211	14123.6615	117095.7025	24484.4358	8035.0421	59059.9314	60400.6092	4002.429	219942.6567	6946.0932	117954.0549	139422.1358	168481.4208	61870.4491	112142.2056	22682.8231	51546.772	41819.2847	61335.8013	19769.349	121983.4772	28606.6025	133782.6489	99289.0783	143353.7197	17469.2143	46853.9108	102633.3654	70937.7298	17271.5325	28755.236	18851.8637	235028.1949	209600.106	53948.9683	44776.3131	37115.9306	46305.3934	19747.8642	50486.9349	25272.4538	31537.8384
PWY-6338	superpathway of vanillin and vanillate degradation	80.5161	406.7351	171.8116	2.653	0	3.9951	0	3.9669	25.3889	34.0272	0	1071.2108	0	0	0	189.3011	0	46.3325	188.4863	7.9933	26.276	0	0	0	0	375.5979	0	121.8138	3.9913	208.3262	0	134.8226	0	239.9444	0	51.0733	0	141.4559	0	72.6467	1135.3105	0	0	0	1396.6908	0	39.7983	3.9483	0	2978.9728	813.6873	1105.7514	87.8563	0	0	0	0	0	0
PWY-6349	CDP-archaeol biosynthesis	3882.86	26088.6109	4373.5438	49431.6226	14384.4614	2986.5417	6628.1055	17408.3094	5682.0952	14533.0951	1921.5424	5374.7553	31943.7871	11478.5986	9917.814	28163.0878	1838.5736	13233.0638	6101.2103	24342.5399	7115.5257	108.4954	1471.6355	32888.4608	248.5733	15266.3413	1902.3564	2153.6868	5691.3318	35831.6789	6207.0876	19465.2598	12733.4955	1643.2859	4709.9848	840.9741	569.9868	49777.7497	3601.4081	39611.3887	3859.6106	24785.6581	24.8694	22219.5893	11281.5538	1980.0089	3014.2371	7001.5845	1649.8507	4260.5088	2880.5715	2072.342	1253.512	1574.1823	782.7953	5095.2261	11393.9168	19006.4133	10120.3473
PWY-6350	archaetidylinositol biosynthesis	3572.8457	27491.8323	5059.3119	50980.8458	14886.3588	2762.1997	7008.998	18038.2392	5848.731	14889.5099	1850.4754	4979.2726	32072.3269	11864.5159	10227.3088	29016.5467	1719.9102	13754.0646	6234.7543	24671.6197	7275.7588	93.8767	1325.2347	33273.456	221.3826	15213.7584	1858.8366	1892.7965	5396.4395	35959.2987	6471.8179	18935.1295	13090.9748	1465.1495	4582.2958	745.6335	535.1436	50857.261	3444.6926	40101.7633	3615.0294	25303.1668	23.4223	22258.3984	10777.6641	1809.9001	2965.8728	7102.4943	1542.8345	3873.4355	2508.9785	1924.4196	1163.2089	1589.7082	707.1458	5328.3558	11688.8651	19834.8115	10448.7071
PWY-6353	purine nucleotides degradation II aerobic	100952.8514	74351.6924	14763.2595	57277.6694	38523.2885	123414.6081	15234.6927	50589.677	20386.3558	18863.3925	43952.635	181181.2169	64511.7055	34400.8526	32801.7856	53442.9519	53293.1199	26333.815	16061.3555	133025.595	29851.8794	16499.8643	61250.1782	67212.9782	15535.3963	240741.9835	9573.8741	128791.3818	176810.6008	159523.4933	77902.2877	121507.3616	22593.3347	60068.6222	59794.8553	79092.676	35905.1615	126061.2742	49319.2816	152397.6543	116892.5238	216757.0433	53043.6165	46482.1194	131592.233	81852.5874	21806.1435	36650.3351	41387.7589	362122.7474	261215.4662	65018.4733	52574.9504	51200.5958	50713.0252	23997.4936	49094.8049	28364.388	31038.209
PWY-6383	mono-trans  poly-cis decaprenyl phosphate biosynthesis	14644.8443	2756.4819	767.6341	3516.4797	271.0255	20830.15	260.4905	720.748	1290.1218	659.1817	4368.8338	49237.3288	276.483	1168.5558	3707.6589	1893.8037	10527.001	928.9535	387.8143	11094.0546	672.0298	847.2285	7516.013	3901.622	1238.4157	66737.2984	256.2848	17301.6969	4200.9367	6066.7474	1235.3296	3047.6063	479.8876	13359.3887	3449.5116	5507.515	677.4062	3792.961	2423.9035	4772.0995	26019.3465	9799.9598	1556.3953	1897.7193	22966.5475	16548.8847	3432.5346	3248.7651	1773.9474	73519.6868	47122.1218	15931.136	12201.5174	15723.3663	7299.5971	1883.717	3699.7151	1509.5744	934.4109
PWY-6385	peptidoglycan biosynthesis III mycobacteria	147170.9663	175139.2134	29359.9395	139370.3747	101704.4318	177660.862	56808.8425	103852.9487	48564.0893	49897.2993	70959.0038	215488.7451	211608.272	87906.9429	92262.8441	132285.2125	80019.9648	76204.392	40887.5944	274675.9397	71991.3294	32127.5375	89173.943	182512.9284	29711.4781	300734.2494	31108.566	179349.0132	198014.5132	435617.7228	139341.1494	275523.6336	66125.0074	94407.4698	105571.3267	107460.4408	53876.3843	308134.2134	81093.2117	359486.4904	137565.3408	292724.9905	73374.1269	105331.5561	201987.1249	109314.9453	40011.3052	77950.3365	55309.5959	403119.3323	329575.6227	81678.1988	58509.9316	55010.9654	80119.5647	49528.4886	105069.0576	69667.0289	76555.0701
PWY-6386	UDP-N-acetylmuramoyl-pentapeptide biosynthesis II lysine-containing	147381.0651	175565.5143	29579.0699	139111.0919	101847.4804	176921.7993	56885.066	103442.578	48504.9892	49772.5428	70929.361	215201.4479	211831.3859	87816.3222	92683.5464	132275.3527	79850.9327	76257.5508	41050.8099	278443.946	72623.8638	33348.4616	88936.2069	182251.9603	30869.5715	303566.1659	31039.5704	180403.3571	199660.9464	437076.333	141817.3175	276610.849	65992.0078	95065.9179	107473.1651	107224.0557	55661.3566	309855.4209	83678.9197	359387.11	138279.0223	300510.7919	76523.0885	105864.6467	203775.4669	109548.3521	40263.0198	79029.2907	56905.6906	408720.9876	329350.5665	81589.3488	59035.8938	55123.2322	79661.0325	49245.0713	105414.6002	69556.2279	76560.4108
PWY-6387	UDP-N-acetylmuramoyl-pentapeptide biosynthesis I meso-diaminopimelate containing	153189.3367	176672.9441	29538.7183	140258.8858	103614.6743	184234.7318	57874.9148	105453.878	50063.6952	51182.1597	74376.5927	226731.4037	216711.3629	89385.4496	93648.8049	134833.422	83733.8219	77298.3446	41480.6333	281546.279	73877.5615	32849.6629	94595.349	186498.585	30194.5409	311855.3865	36766.9627	188033.6772	203072.6191	449719.9432	142771.83	286552.6619	66627.621	97928.4296	108903.2403	115107.3557	55511.3523	314647.3277	82883.1921	371663.8586	144527.6268	297864.0376	74577.3356	107397.5645	209373.5077	114888.6686	41020.1103	79957.8243	56545.0045	412650.0633	344255.5031	86057.2176	60932.1513	57054.6186	84348.4835	50733.7685	107420.7101	70125.0553	77662.3059
PWY-6396	superpathway of 2 3-butanediol biosynthesis	17232.9058	12180.1807	1271.6125	5215.9158	2787.5416	7822.7285	625.2164	3439.1002	1881.5465	743.7593	9118.5997	20326.8591	2766.1117	2135.5061	8451.4758	6338.5182	8467.2731	1552.14	3074.0026	34853.7302	4760.8446	4214.179	6324.9595	7445.6445	2646.1947	32707.3855	2887.694	24728.5838	12250.2829	22074.5891	24598.3124	17503.3739	1971.7251	14353.7299	12592.3782	7061.3525	14308.3272	17805.7968	16286.0396	10799.7714	17139.0619	54687.6455	19332.1069	6358.7683	28882.8569	10600.0162	2078.4258	7133.92	8258.5853	58178.5448	37920.4334	11037.7119	9426.3576	6968.6314	2019.6916	2561.1585	3767.7705	2127.5122	2442.8524
PWY-6397	mycolyl-arabinogalactan-peptidoglycan complex biosynthesis	2736.4864	131.4962	16.8612	227.1881	0	2706.2944	6.0504	0	0	0	277.8849	2873.2887	192.3274	389.3046	1406.9795	186.6719	2432.1036	96.1753	136.7787	3515.4433	0	332.9222	288.7428	218.2952	180.8479	7272.8998	151.6328	944.048	1035.9411	1130.7659	1233.436	217.3606	0	5260.5842	760.657	139.5337	0	226.2389	692.6128	1654.0953	934.0537	0	0	48.3168	1386.3624	2321.4197	79.4846	124.505	1.6061	15831.1801	874.0338	489.2126	447.6409	568.182	1870.9992	4.7719	381.0175	4.7078	174.2694
PWY-6404	superpathway of mycolyl-arabinogalactan-peptidoglycan complex biosynthesis	9354.5284	362.7148	61.9243	25.5387	0	7615.4044	0	0	0	0	782.4268	8750.6468	494.4652	1296.8178	1925.2985	475.4274	5798.6232	0	213.7736	8995.0013	0	0	899.7262	0	0	23984.1226	0	3237.4045	2995.4784	2384.367	26.0306	599.8839	0	16354.3384	25.9564	0	0	0	0	26.0788	2096.2009	0	0	129.5287	3273.1282	7746.5122	270.5987	0	0	7984.3555	3145.9687	1618.403	1515.9777	1269.0499	6284.2317	12.4694	1314.5471	12.3596	574.5231
PWY-6467	Kdo transfer to lipid IVA III Chlamydia	77851.37	78066.37	7860.67	87744.14	72069.97	66856.24	37731	66766.27	36825.87	34031.39	52082.16	89479.9	148885.2	59848.54	64151.37	85442.77	28970.01	49733.01	25953	147022.5	42748.68	6429.88	52003.89	116099.53	4466.66	137493.17	13560.53	122354.3	141043	298162.82	71051.75	178812.16	42975.17	57386.5	48465.57	64343.8	17793.34	188826.61	19908.67	237456.89	79367.31	115965	16731.83	60459.54	112193.92	61206.62	24086.99	41386.68	19912.67	149356.67	166140.67	53592.99	36210.83	27068.34	50026.79	32500.13	73438.33	42800.01	52648.77
PWY-6470	peptidoglycan biosynthesis V and beta-lactam resistance	1328.9062	1949.5299	0	3432.562	590.8146	1627.1924	269.4614	1033.5711	9.4602	384.474	1263.0758	12497.9591	331.9337	642.1965	5528.5316	1597.3725	242.3178	537.3978	935.5933	2850.265	28.7022	167.1128	9.5861	2208.4058	19.1192	17547.6134	254.8946	1943.8408	958.0017	6454.1831	18200.3019	4509.4819	602.6483	409.7341	6407.5811	360.8826	2798.2783	2028.6711	2808.5852	3709.9962	7445.1829	2783.8316	38.0024	3265.3354	10202.1934	1645.5792	960.9198	2798.4188	56.9573	13255.9368	8483.363	6323.6874	2659.419	5526.9355	539.9853	1110.0236	5921.851	1646.8185	1368.4025
PWY-6471	peptidoglycan biosynthesis IV Enterococcus faecium	7122.922	5425.1911	0	4427.0393	2652.0117	13443.4863	771.9712	3233.6126	521.0324	576.6283	5467.1575	18022.3709	6779.8256	1559.261	26542.9552	8116.787	6753.4332	1035.2214	1653.856	35539.4242	6906.8643	4161.2595	5376.5705	3743.4325	3719.0615	66264.1336	680.7876	15211.7084	16022.4581	10987.0552	30640.3702	15818.071	2643.7672	3593.9628	17139.8818	3497.7161	14204.3192	29291.8633	4937.0699	11245.5442	16234.9303	13725.0366	2957.8556	6554.0551	18679.6723	18569.011	5221.32	7812.1118	4143.0715	46331.7467	20993.5845	9738.5062	3993.9217	22609.572	4072.9114	1281.1518	9308.4068	2214.8584	2847.4019
PWY-6478	GDP-D-glycero-and alpha-D-manno-heptose biosynthesis	47475.2787	34486.6163	6035.8926	27241.7317	25303.4565	46914.342	10970.5705	21994.6786	17488.9484	10942.547	29993.7675	68344.8544	46052.3654	14249.7155	18323.0242	26995.934	23482.2231	15859.2943	6815.2199	62781.6833	13525.216	15.9816	31606.0703	36056.6357	469.6618	69909.7616	3951.2739	68728.0462	31515.5022	107623.0213	30821.4616	73653.0768	12643.287	30475.6153	17531.3381	48449.7943	9340.7065	61110.9255	7406.2789	83759.3788	43918.7116	37620.3047	298.0012	18911.4354	47551.2922	40968.5102	6795.8048	17243.0408	5255.7265	30883.9198	125015.4475	28355.1418	16917.2457	8851.3743	29524.6696	12853.5353	27327.2626	15508.3892	15176.867
PWY-6505	L-tryptophan degradation XII Geobacillus	8582.0706	3583.57	635.1432	4225.4289	647.0927	5946.4188	332.7925	841.3255	335.687	483.1862	1798.3895	21904.0435	1778.5689	723.1426	2040.5622	1076.1615	1738.8354	613.5496	293.3889	3809.984	510.4417	3.9952	5442.3143	3863.8193	5.9207	18290.2129	1.9713	8961.3708	4705.2228	11685.7122	1.3199	2164.5532	422.5048	4647.4396	810.4803	4376.1712	5.982	2198.7796	5.9911	3863.1447	10417.0881	3388.1536	0	2437.4045	9446.9539	4004.6005	943.2009	9.9299	773.6753	25974.0866	10243.6522	8548.0483	5080.7183	4014.8182	3329.2873	1947.0638	6726.3121	1838.1535	1681.5238
PWY-6507	4-deoxy-L-threo-hex-4-enopyranuronate degradation	15711.7843	4385.5515	419.0401	4493.7921	3175.5579	11071.9031	945.5065	10392.0431	1320.1733	613.4663	3959.4641	13119.5301	3716.0674	1944.8637	3869.305	5518.8967	3554.9711	1231.9346	1211.2254	12119.7797	2610.4092	2637.1984	9104.546	3695.0045	1701.9704	38306.264	577.3282	20810.1674	16402.0401	22429.9994	11756.0654	10967.2605	1297.0578	6325.059	7117.068	7801.6035	4276.0356	20457.2909	7528.2898	10720.5036	16493.7952	27287.076	10395.6521	6344.6974	12812.074	6828.849	1951.7549	2933.0037	4888.3318	52963.1012	31292.3338	13312.7262	9486.7796	6240.2412	6521.8078	1340.4077	7985.8052	1646.7401	2688.9428
PWY-6519	8-amino-7-oxononanoate biosynthesis I	72183.2271	31119.2089	5049.462	27917.5888	33107.5078	53379.3917	7357.798	16948.591	16120.921	5894.0618	29443.9465	74425.9749	81253.1649	21083.8282	36182.0482	32476.8734	22768.2306	16832.0618	8921.2716	99408.7036	18497.7261	10333.0559	35529.7226	32010.1694	9558.3445	97574.2624	8092.0595	78911.0656	79440.2657	136375.388	40323.9454	96356.3943	16600.8269	53677.6931	31523.6294	36850.2089	19520.9448	56063.0179	23447.5579	108746.7887	60868.3804	114090.0454	23841.8159	22045.6604	78000.3675	48412.0359	11307.8229	14047.0239	26258.5814	179158.3212	146120.0565	46124.7005	34888.1835	22993.8711	40133.0784	12705.4121	46880.6136	14766.1011	28197.4117
PWY-6545	pyrimidine deoxyribonucleotides de novo biosynthesis III	95293.6081	177329.593	34478.8973	144595.4183	92783.6954	117276.7546	55396.7006	94654.591	45388.7388	53611.0226	46195.1099	163438.2762	189161.4949	81853.2784	76616.0133	123191.8763	56594.5953	75617.4705	37677.6194	211281.3895	61007.8597	9076.2998	59328.5856	183140.8472	1689.2365	231916.6857	34909.2423	101262.1255	133083.2381	386231.0955	96843.0167	231444.5339	67492.749	68807.024	71807.7827	72281.8851	15804.9714	294588.5253	32120.8675	331914.6466	90563.7331	152148.1839	3791.9385	105816.8082	149228.0572	80168.0311	34112.1007	58884.8906	14977.2382	257910.2322	174431.451	49924.031	30872.0082	37642.7272	48989.4953	44440.5889	91848.8154	72093.9824	69926.999
PWY-6562	norspermidine biosynthesis	6534.1206	3621.9308	234.564	5210.548	2187.5082	3297.6209	497.0108	1914.7505	858.1746	802.05	1627.2664	3973.7852	2035.4245	2377.2263	2077.7747	4959.7817	1564.8578	1357.8349	1113.1306	6625.2913	1428.2658	2.3998	2620.699	5505.529	393.8118	16693.5787	690.8207	7882.9091	4670.5546	18428.5857	4317.8392	12596.0821	832.6615	2569.5895	6986.8649	2581.4995	1681.0116	9796.5837	4766.9578	10275.6551	10139.971	17061.1478	16.7961	4553.7193	14876.7556	3288.3464	1629.9086	3554.9706	2.3999	29671.9019	8687.7017	5016.7954	3862.0358	2998.1244	1513.0299	833.7935	2946.335	1207.1765	1993.1197
PWY-6588	pyruvate fermentation to acetone	12704.6245	12822.1953	1100.5931	13839.9289	10529.8762	3209.2022	1493.2241	6790.3262	4628.7044	1782.4874	4310.1302	14859.3016	5638.612	5221.4394	11160.9146	21189.5959	5321.3594	1567.7122	4172.8948	37083.4627	5489.43	7293.175	6665.5972	9640.3846	4560.2872	57566.352	1494.5335	35601.4024	15526.5547	81636.6204	33016.2263	28592.122	4259.7554	13924.4975	16443.2283	3469.175	14142.7554	75225.5064	27233.627	19627.3603	14737.7717	103897.5022	38197.2588	23627.1764	22018.0088	4991.3426	3825.2392	11136.1643	13871.4083	71025.9725	27310.2323	8164.6787	5189.31	4194.2524	1682.6425	4068.9318	16430.9531	4388.8871	9545.6632
